1p. Locale broad type (name),1q. Census Region,2a. Total number of buses,4b. Number of students in district,4c. Number of schools in district,4f. Median household income,4g. Percent of population below the poverty level,5f. PM2.5 concentration,5h. Ozone concentration
Suburban,South,11.0,2654.0,4.0,36196.0,0.342,9.346125739,58.6949234
Rural,Midwest,18.0,496.0,2.0,59505.0,0.134,8.211542369,60.42211013
Rural,Midwest,29.0,2373.0,4.0,50165.0,0.11699999999999999,9.265497278,60.97665897
Rural,West,21.0,2536.0,8.0,62778.0,0.142,8.407075365,53.29065465
Town,Midwest,14.0,903.0,4.0,50233.0,0.17,8.275477197,60.64795637
Town,South,51.0,3344.0,11.0,41729.0,0.198,7.438177396,56.34944437
Rural,South,19.0,927.0,3.0,49441.0,0.209,7.717855892,56.92855707
Rural,South,56.0,2715.0,4.0,33939.0,0.3,7.277355214,57.3975797
Town,South,14.0,899.0,3.0,54688.0,0.209,8.930725507,59.8868829
Rural,South,23.0,1910.0,5.0,49739.0,0.192,6.566914631,58.35532981
Rural,West,2.0,115.0,1.0,118654.0,0.08900000000000001,5.633420881,53.74728097
Rural,South,81.0,4060.0,4.0,43257.0,0.22399999999999998,9.479985577,63.25275171
Town,South,37.0,3730.0,6.0,53023.0,0.183,7.934259139,61.7991416
Rural,West,14.0,1186.0,6.0,44074.0,0.17600000000000002,7.455494302,61.90387019
Town,South,64.0,3910.0,10.0,48481.0,0.155,8.329421362,58.17693577
Town,West,10.0,636.0,2.0,71635.0,0.107,5.717180906,66.00643726
Rural,South,26.0,1074.0,3.0,48929.0,0.16,8.389952687,59.16552816
Suburban,Midwest,122.0,8266.0,12.0,87974.0,0.055999999999999994,10.03185877,63.62668258
Suburban,West,74.0,25645.0,34.0,99974.0,0.076,11.81778123,85.57175268
Rural,Midwest,14.0,588.0,2.0,58895.0,0.159,7.799617209,57.31844278
Rural,West,5.0,184.0,1.0,35833.0,0.449,9.333252871,70.40852304
Rural,West,14.0,670.0,3.0,72054.0,0.068,6.906160891,54.61205191
Town,Midwest,8.0,574.0,3.0,48673.0,0.231,8.461619678,59.14950663
Town,South,25.0,1546.0,5.0,47303.0,0.095,8.857392551,59.70570518
Rural,Midwest,11.0,723.0,3.0,65725.0,0.11,7.608683568,58.70783829
Rural,Midwest,9.0,268.0,2.0,43403.0,0.129,7.217220565,56.62334926
Rural,West,13.0,333.0,3.0,68307.0,0.183,3.557371041,59.68894
Town,West,6.0,741.0,2.0,45243.0,0.331,8.906128064,72.20964857
Town,South,49.0,3431.0,11.0,41155.0,0.16399999999999998,8.553638072,58.06579584
Rural,Northeast,68.0,3283.0,8.0,76878.0,0.052000000000000005,6.357582744,52.24838393
Rural,South,28.0,2642.0,5.0,93891.0,0.034,8.648480971,61.81623793
Rural,Northeast,3.0,82.0,1.0,67813.0,0.155,4.806031973,56.29055
Town,Midwest,16.0,1629.0,5.0,50781.0,0.18899999999999997,8.624626029,58.63440643
Rural,Midwest,3.0,10.0,1.0,52500.0,0.076,4.748928027,52.52713
Suburban,Northeast,43.0,1340.0,3.0,136397.0,0.039,6.071082503,71.43639493
Rural,West,4.0,358.0,3.0,83934.0,0.028999999999999998,6.401341096,61.4673
Suburban,South,23.0,1919.0,4.0,80660.0,0.055,8.845962936,62.46346917
Rural,South,34.0,2014.0,6.0,54813.0,0.162,8.563595568,62.01803064
Town,Midwest,19.0,751.0,3.0,49661.0,0.127,8.679513103,62.07266933
Town,South,40.0,3094.0,6.0,65081.0,0.114,8.115462965,61.33929611
Town,Midwest,4.0,239.0,1.0,71950.0,0.06,8.390523493,59.8980032
Town,South,8.0,754.0,4.0,41587.0,0.192,8.322121762,57.92163233
Town,South,30.0,1698.0,4.0,38664.0,0.20600000000000002,6.683264759,56.46344575
Rural,Midwest,60.0,1117.0,5.0,84310.0,0.046,7.765460281,61.46826543
Rural,West,3.0,198.0,2.0,46458.0,0.29600000000000004,8.037175686,72.6213416
Urban,West,23.0,3878.0,5.0,121168.0,0.07400000000000001,10.37142478,74.83292521
Rural,South,26.0,1099.0,4.0,56406.0,0.09300000000000001,8.65093009,60.5142041
Rural,Midwest,2.0,52.0,1.0,62917.0,0.042,8.436645474,59.71202669
Rural,Midwest,13.0,718.0,2.0,97102.0,0.03,6.580225608,60.1274702
Town,South,27.0,1810.0,5.0,74716.0,0.10099999999999999,8.938468816,62.34461395
Rural,South,13.0,725.0,2.0,66129.0,0.151,9.394907434,56.1794757
Rural,Midwest,44.0,443.0,2.0,56885.0,0.135,8.904281948,60.52285217
Rural,Northeast,14.0,671.0,2.0,63029.0,0.147,6.584700465,50.76535926
Rural,West,25.0,1166.0,5.0,44145.0,0.182,6.032685766,49.83739526
Suburban,West,11.0,2972.0,6.0,66282.0,0.165,8.568887393,73.17288286
Rural,South,73.0,5035.0,11.0,79211.0,0.113,7.354586779,55.57975902
Rural,South,22.0,1067.0,5.0,42401.0,0.20800000000000002,6.115846626,58.7662562
Rural,West,6.0,184.0,2.0,37367.0,0.14400000000000002,3.425649123,53.66946
Town,South,55.0,4042.0,6.0,80790.0,0.109,8.945815657,59.53275307
Rural,South,9.0,647.0,3.0,36957.0,0.331,8.039761775,57.19046556
Town,South,83.0,15114.0,23.0,67407.0,0.121,8.239862862,64.73079096
Rural,Midwest,26.0,1340.0,3.0,71418.0,0.14400000000000002,8.817350941,60.29961096
Rural,South,6.0,213.0,1.0,33750.0,0.204,5.93776274,62.60791
Suburban,West,6.0,577.0,1.0,50139.0,0.16399999999999998,8.358862582,52.84804282
Rural,South,5.0,202.0,1.0,63386.0,0.155,7.548886802,59.65250582
Rural,South,9.0,254.0,2.0,80000.0,0.027999999999999997,8.904149843,60.42167866
Rural,Midwest,12.0,2005.0,4.0,98932.0,0.055999999999999994,8.107773205,57.85396813
Rural,Midwest,7.0,194.0,2.0,56146.0,0.141,7.177078516,57.28116946
Rural,South,18.0,1146.0,3.0,56282.0,0.215,7.842399012,61.22158341
Suburban,Midwest,7.0,759.0,3.0,43595.0,0.12300000000000001,7.945477672,57.9060932
Rural,West,2.0,44.0,1.0,42701.0,0.07400000000000001,4.769621681,58.40094891
Rural,Midwest,41.0,2382.0,4.0,67444.0,0.086,7.57664969,58.01623055
Town,South,19.0,1483.0,4.0,85648.0,0.085,8.767972133,68.21478369
Rural,West,37.0,1700.0,10.0,74233.0,0.091,2.997357737,58.33326132
Urban,West,87.0,26538.0,29.0,108126.0,0.07200000000000001,7.906725069,70.13059185
Rural,Northeast,13.0,317.0,2.0,48194.0,0.147,6.242228196,53.08934065
Suburban,Northeast,2.0,4648.0,8.0,89882.0,0.1,6.511014156,61.33370535
Rural,Midwest,2.0,52.0,1.0,62232.0,0.046,7.850267896,59.28766121
Suburban,Northeast,1.0,2295.0,5.0,65942.0,0.07200000000000001,6.498510312,54.8919646
Rural,Midwest,7.0,487.0,2.0,83214.0,0.213,9.092627539,62.0867952
Suburban,Midwest,1.0,462.0,1.0,52600.0,0.057999999999999996,10.31367948,65.65043806
Rural,South,13.0,546.0,3.0,58583.0,0.10300000000000001,8.65130667,59.76796118
Town,Midwest,22.0,1494.0,4.0,51161.0,0.152,8.561156715,62.86342516
Rural,Midwest,12.0,435.0,2.0,47462.0,0.184,8.113019821,58.35984936
Urban,South,372.0,50031.0,76.0,47042.0,0.203,6.959072416,70.02002215
Rural,Northeast,67.0,3259.0,6.0,69896.0,0.091,7.914941158,60.74401449
Urban,West,116.0,15230.0,30.0,85339.0,0.08900000000000001,6.725472629,49.2719209
Rural,Midwest,8.0,490.0,2.0,61563.0,0.096,8.075172313,60.79406992
Rural,Midwest,17.0,839.0,2.0,37271.0,0.152,6.885731714,54.44478324
Suburban,Northeast,33.0,8049.0,11.0,134694.0,0.04,7.861088124,63.54917923
Rural,West,3.0,438.0,3.0,71696.0,0.048,0.0,0.0
Rural,South,5.0,313.0,1.0,74044.0,0.095,7.799160497,61.39140257
Urban,Midwest,60.0,5238.0,12.0,48579.0,0.166,8.316320042,61.72695101
Suburban,Northeast,5.0,1653.0,4.0,131074.0,0.028999999999999998,7.833913933,69.88971808
Rural,Midwest,5.0,69.0,2.0,71250.0,0.078,5.362963097,54.94579674
Rural,Midwest,7.0,325.0,4.0,59919.0,0.09699999999999999,5.406201956,54.15653049
Rural,South,43.0,1240.0,6.0,36385.0,0.27399999999999997,8.980005734,57.07672876
Town,Midwest,22.0,1505.0,5.0,51215.0,0.105,5.432909743,53.15112312
Rural,Midwest,9.0,270.0,1.0,116494.0,0.043,9.157835446,60.21547834
Rural,South,16.0,642.0,3.0,28870.0,0.307,9.083640945,58.97772349
Town,West,19.0,1508.0,4.0,69110.0,0.102,5.83943732,50.75559649
Urban,West,18.0,1229.0,3.0,34717.0,0.33899999999999997,7.65158316,68.45620964
Rural,Midwest,7.0,207.0,3.0,66198.0,0.098,5.342398073,54.30293375
Urban,West,22.0,7972.0,13.0,77037.0,0.10099999999999999,8.736098451,73.36699623
Rural,Midwest,15.0,1217.0,5.0,100643.0,0.042,7.274103975,59.2879293
Rural,Midwest,65.0,6089.0,6.0,119751.0,0.018000000000000002,10.05778994,64.99355283
Town,West,6.0,403.0,2.0,38181.0,0.161,5.615233699,57.71159
Suburban,Midwest,104.0,10076.0,19.0,73516.0,0.066,8.463243689,63.98603831
Town,Midwest,21.0,1380.0,3.0,66173.0,0.08900000000000001,8.298196777,56.73296933
Urban,Midwest,78.0,10282.0,20.0,56490.0,0.205,8.635992142,60.1270655
Town,West,11.0,512.0,2.0,46493.0,0.147,8.199788977,52.96777394
Rural,Midwest,10.0,502.0,2.0,51473.0,0.24100000000000002,7.729681568,56.37937214
Town,West,17.0,1849.0,5.0,68728.0,0.11800000000000001,4.138245747,61.93432547
Suburban,Midwest,85.0,5551.0,5.0,64337.0,0.08199999999999999,9.141660396,61.81470613
Rural,West,4.0,224.0,2.0,64535.0,0.07200000000000001,5.051525636,59.86294597
Rural,South,39.0,3061.0,9.0,52018.0,0.142,7.155627224,58.33758612
Urban,South,287.0,47843.0,51.0,61263.0,0.145,6.709399053,65.77790875
Suburban,Midwest,119.0,10179.0,4.0,120456.0,0.038,10.01517993,67.4454343
Rural,Midwest,2.0,68.0,1.0,68333.0,0.114,7.081424395,55.24911893
Town,West,82.0,9684.0,23.0,49828.0,0.247,9.603814891,76.57410326
Suburban,Midwest,21.0,3767.0,6.0,59413.0,0.19,10.21708199,61.92685356
Suburban,Midwest,38.0,3044.0,5.0,122643.0,0.018000000000000002,8.993506748,61.69715022
Rural,Midwest,3.0,191.0,1.0,64107.0,0.071,8.694198949,57.85822438
Town,Northeast,23.0,1058.0,3.0,60488.0,0.174,6.589755878,57.68555012
Rural,Midwest,10.0,508.0,4.0,67548.0,0.03,9.045210311,57.84951948
Rural,West,20.0,1146.0,5.0,48426.0,0.111,9.286420608,52.88283552
Rural,Midwest,14.0,488.0,3.0,59762.0,0.062,7.368336282,59.92455267
Suburban,Northeast,1.0,4155.0,6.0,81368.0,0.085,8.190814237,63.50107015
Rural,Midwest,26.0,840.0,2.0,54271.0,0.156,8.223150549,59.20781201
Town,South,62.0,3098.0,9.0,54277.0,0.16899999999999998,9.401276964,63.66116378
Rural,Northeast,1.0,779.0,4.0,78899.0,0.078,6.006685329,57.71100267
Rural,Northeast,3.0,54.0,1.0,68103.0,0.105,6.066891923,51.49382378
Rural,West,5.0,38.0,2.0,50938.0,0.20199999999999999,4.279794191,54.38602501
Rural,West,6.0,445.0,1.0,74421.0,0.063,4.523084311,62.97657032
Town,South,22.0,1770.0,4.0,63808.0,0.12,5.059642202,59.01495345
Suburban,Northeast,2.0,922.0,3.0,108641.0,0.038,8.50366285,62.75444271
Rural,Midwest,9.0,382.0,2.0,50365.0,0.163,6.227210673,58.77678067
Rural,West,11.0,79.0,3.0,55313.0,0.095,4.603908219,54.47488
Rural,West,63.0,3043.0,9.0,76048.0,0.054000000000000006,3.405798821,60.15824461
Rural,Midwest,42.0,1344.0,6.0,42477.0,0.188,8.741001067,59.78825243
Rural,South,13.0,536.0,3.0,68298.0,0.138,8.88478026,59.34440177
Rural,Northeast,52.0,2082.0,6.0,82857.0,0.02,7.057080255,58.43889968
Rural,South,35.0,2716.0,6.0,72618.0,0.14400000000000002,9.090086045,60.71590641
Suburban,Midwest,12.0,649.0,2.0,63679.0,0.09300000000000001,8.82911967,62.48149235
Urban,West,83.0,16535.0,11.0,52165.0,0.188,6.967946631,68.75845951
Rural,West,10.0,35.0,2.0,57000.0,0.078,4.03695737,54.47296
Urban,West,185.0,17360.0,35.0,73895.0,0.102,8.096930524,54.87975716
Town,South,34.0,1615.0,5.0,47224.0,0.121,6.045141459,54.84594028
Town,Midwest,5.0,443.0,2.0,54583.0,0.099,5.53528613,53.63714574
Town,South,17.0,846.0,2.0,70865.0,0.17800000000000002,9.553295973,56.06821149
Town,West,17.0,1371.0,6.0,52170.0,0.10800000000000001,7.370359208,52.6175216
Town,Midwest,29.0,3202.0,10.0,64059.0,0.078,8.452204835,58.58059698
Rural,Midwest,5.0,329.0,2.0,69583.0,0.11900000000000001,5.192380729,57.18978997
Rural,Midwest,9.0,478.0,2.0,71477.0,0.065,7.633286765,59.2560627
Rural,South,15.0,671.0,3.0,43403.0,0.196,8.928974195,61.76016058
Rural,Northeast,8.0,1365.0,5.0,120339.0,0.061,7.370032388,72.78231234
Town,West,9.0,765.0,3.0,76500.0,0.105,6.208326545,67.12046541
Suburban,South,413.0,46899.0,69.0,106129.0,0.066,7.854139545,61.17306267
Town,West,18.0,2145.0,6.0,60891.0,0.165,5.997411444,84.15821574
Suburban,Midwest,14.0,2397.0,5.0,111516.0,0.037000000000000005,8.871948318,65.09412621
Suburban,Northeast,4.0,4537.0,6.0,89332.0,0.096,6.918646324,57.90111326
Rural,Midwest,1.0,434.0,2.0,65333.0,0.08800000000000001,7.675426172,56.81718311
Rural,West,7.0,221.0,2.0,67540.0,0.073,7.839957602,53.80705098
Rural,West,10.0,371.0,3.0,58550.0,0.08800000000000001,4.405500585,54.43704897
Rural,Midwest,26.0,1949.0,4.0,67131.0,0.07,9.062741755,60.31948421
Rural,South,78.0,4946.0,9.0,41419.0,0.183,7.813598031,59.35066974
Rural,South,8.0,585.0,3.0,43750.0,0.156,6.306955645,61.74774968
Rural,Midwest,38.0,2882.0,4.0,119702.0,0.039,9.174723385,59.28582263
Suburban,West,232.0,33281.0,38.0,91355.0,0.057999999999999996,6.275781675,70.28735129
Suburban,Midwest,92.0,7781.0,10.0,111452.0,0.038,9.043370745,59.665604
Town,South,51.0,2491.0,5.0,53201.0,0.24,9.009871004,58.59095501
Town,Midwest,33.0,2041.0,4.0,74964.0,0.084,6.850887003,56.17919892
Rural,Midwest,10.0,568.0,3.0,77444.0,0.062,5.591668899,59.97978184
Rural,Northeast,11.0,503.0,1.0,57159.0,0.14800000000000002,6.412519195,53.720321
Rural,Midwest,5.0,276.0,3.0,53576.0,0.04,7.537810918,58.21395291
Urban,South,137.0,12362.0,24.0,46895.0,0.159,7.048817398,59.90078945
Urban,Midwest,171.0,18922.0,44.0,58877.0,0.132,7.688480513,57.75862615
Rural,West,17.0,878.0,3.0,129421.0,0.038,8.793438337,54.77163096
Suburban,Northeast,2.0,353.0,1.0,84234.0,0.142,8.417366849,68.12942
Suburban,Northeast,32.0,2788.0,5.0,72700.0,0.09300000000000001,6.969488067,54.64306599
Urban,Midwest,16.0,12858.0,26.0,46921.0,0.175,8.484452637,60.2199218
Rural,Midwest,27.0,1285.0,2.0,77768.0,0.062,8.683366267,60.35968289
Urban,South,119.0,9492.0,14.0,54700.0,0.252,9.520264684,58.7986784
Town,South,29.0,1586.0,4.0,42971.0,0.262,9.044233281,58.24749988
Rural,South,37.0,1235.0,3.0,46827.0,0.183,8.133581497,57.17919913
Rural,Midwest,17.0,798.0,3.0,53587.0,0.14800000000000002,8.547805064,57.41688226
Rural,West,2.0,130.0,1.0,65750.0,0.11800000000000001,10.62012087,75.60357962
Rural,West,5.0,298.0,3.0,59667.0,0.183,5.871650532,67.32928226
Rural,Northeast,1.0,14.0,1.0,73750.0,0.015,7.254405205,56.53364
Town,Midwest,10.0,663.0,3.0,47833.0,0.121,7.429366516,55.17985764
Urban,Northeast,6.0,3500.0,10.0,59331.0,0.23800000000000002,6.213084861,52.52762184
Urban,South,19.0,1627.0,2.0,82466.0,0.086,9.366771422,63.77626622
Rural,Midwest,7.0,646.0,4.0,73667.0,0.11699999999999999,9.126004659,62.22206687
Rural,West,23.0,656.0,2.0,59856.0,0.122,5.449995874,53.81352841
Suburban,Northeast,10.0,5243.0,5.0,153555.0,0.027999999999999997,7.287880959,68.09430765
Suburban,Midwest,20.0,5484.0,9.0,90870.0,0.024,8.741052639,58.83778206
Rural,Midwest,8.0,399.0,3.0,60333.0,0.124,8.195403505,60.67049552
Suburban,West,23.0,1629.0,4.0,51338.0,0.128,7.64439095,55.42385293
Rural,South,38.0,2270.0,6.0,43464.0,0.205,6.80211606,58.15548355
Suburban,West,8.0,1079.0,4.0,45674.0,0.184,6.366725223,60.52439801
Suburban,Northeast,7.0,666.0,3.0,55766.0,0.106,7.067454087,55.62759009
Town,West,11.0,683.0,4.0,46462.0,0.12,4.002676077,56.3249299
Rural,Midwest,16.0,806.0,3.0,61723.0,0.081,7.264331093,57.23548621
Rural,Midwest,4.0,236.0,1.0,69348.0,0.121,8.469249921,60.44125864
Suburban,Midwest,10.0,489.0,2.0,65313.0,0.08199999999999999,9.169343727,58.23927919
Rural,Midwest,2.0,38.0,2.0,44375.0,0.069,5.731815482,55.919612
Rural,Midwest,14.0,1062.0,3.0,75963.0,0.08,9.009430837,58.66757049
Rural,West,3.0,84.0,1.0,31786.0,0.17600000000000002,3.910335944,67.39654204
Suburban,South,159.0,18344.0,21.0,79329.0,0.115,9.751746648,66.4629216
Town,South,27.0,1883.0,3.0,65233.0,0.095,8.892250762,59.95701212
Rural,West,17.0,562.0,2.0,59923.0,0.139,4.744861385,54.63063732
Rural,South,44.0,1476.0,5.0,36195.0,0.228,7.713644448,61.85400322
Rural,Northeast,5.0,246.0,1.0,69167.0,0.095,5.59429863,52.92028
Rural,South,42.0,2148.0,7.0,49446.0,0.11599999999999999,7.656761092,61.0686788
Rural,Northeast,11.0,427.0,2.0,80000.0,0.062,6.784391998,57.24196578
Rural,Midwest,3.0,143.0,1.0,53750.0,0.146,5.335635207,54.79984354
Suburban,Northeast,9.0,803.0,3.0,61033.0,0.20600000000000002,6.171307052,52.48566784
Suburban,Northeast,89.0,3730.0,6.0,76625.0,0.061,6.856342009,57.7906106
Rural,Midwest,5.0,248.0,3.0,67835.0,0.15,5.889197808,56.909
Urban,South,31.0,4939.0,15.0,35776.0,0.272,9.22094032,61.08713659
Suburban,Midwest,90.0,7662.0,13.0,89287.0,0.061,8.974456879,59.87705106
Town,Midwest,15.0,2623.0,6.0,78721.0,0.055,8.138178845,59.4984474
Rural,South,69.0,3840.0,6.0,50194.0,0.135,8.205949929,62.07132221
Suburban,Midwest,65.0,4614.0,5.0,140313.0,0.031,9.16208496,60.51308521
Rural,Midwest,37.0,1779.0,4.0,65307.0,0.106,8.355900614,59.4831626
Town,West,4.0,651.0,2.0,60739.0,0.1,7.770185541,52.7377459
Rural,Midwest,5.0,124.0,1.0,73000.0,0.049,8.055287772,57.88202396
Rural,Midwest,5.0,131.0,2.0,48813.0,0.16899999999999998,7.124343577,56.65392027
Rural,South,16.0,594.0,3.0,61493.0,0.085,8.542738665,61.50051352
Rural,Midwest,26.0,1956.0,4.0,63867.0,0.092,9.191456703,59.90079939
Suburban,Midwest,31.0,1983.0,3.0,74699.0,0.055999999999999994,7.335497433,57.6481453
Rural,South,19.0,840.0,3.0,41646.0,0.17600000000000002,8.558509574,58.89474549
Town,Midwest,14.0,1515.0,6.0,55662.0,0.065,7.152315037,57.49796361
Rural,South,0.0,122.0,1.0,41146.0,0.11800000000000001,5.881476027,61.13694
Suburban,South,538.0,35951.0,57.0,62050.0,0.134,10.05959649,66.36641879
Rural,Midwest,68.0,4560.0,7.0,52323.0,0.153,7.812460933,56.32579806
Suburban,Northeast,48.0,5380.0,10.0,114916.0,0.042,6.99623624,59.34219439
Suburban,Midwest,158.0,16082.0,24.0,97174.0,0.081,9.772061446,60.07568695
Rural,South,13.0,621.0,2.0,53036.0,0.292,9.468862625,58.63528108
Town,West,20.0,6471.0,10.0,49893.0,0.325,10.69166931,77.31309364
Town,Midwest,41.0,3275.0,7.0,55831.0,0.14800000000000002,8.240870254,59.86613773
Town,Midwest,11.0,728.0,2.0,39093.0,0.128,5.094261625,53.94187568
Rural,South,293.0,50155.0,56.0,88794.0,0.077,7.626953255,59.70646651
Rural,Midwest,7.0,313.0,4.0,50724.0,0.151,4.993813019,53.26424631
Town,West,11.0,393.0,4.0,68507.0,0.08800000000000001,6.624146767,54.10636
Urban,South,583.0,70783.0,64.0,89431.0,0.084,9.894085218,67.25628455
Town,Midwest,21.0,2114.0,4.0,51716.0,0.15,7.006140338,58.88674623
Suburban,South,31.0,3017.0,5.0,45118.0,0.191,8.842573193,60.96686298
Suburban,Northeast,2.0,2905.0,5.0,168440.0,0.039,7.189160202,67.85829003
Rural,West,5.0,103.0,1.0,91875.0,0.106,3.873811249,62.12355925
Suburban,South,8.0,1277.0,3.0,73839.0,0.121,8.980847393,60.20372867
Rural,South,147.0,9846.0,27.0,52304.0,0.124,8.846676434,61.74709869
Rural,West,22.0,680.0,3.0,72171.0,0.053,2.841028688,58.44241266
Suburban,Midwest,56.0,3610.0,2.0,65285.0,0.114,10.13162319,65.22813461
Rural,South,3.0,70.0,1.0,65208.0,0.132,8.451245434,65.51432235
Town,West,17.0,1666.0,4.0,51250.0,0.14400000000000002,4.833724953,53.92407746
Town,Midwest,49.0,4393.0,10.0,47056.0,0.153,8.444585796,59.35221564
Suburban,Northeast,8.0,2766.0,5.0,159401.0,0.022000000000000002,8.400542854,67.34102939
Rural,Northeast,3.0,157.0,1.0,55379.0,0.161,7.244455342,65.52044
Rural,South,16.0,949.0,3.0,44551.0,0.081,7.065326784,62.8106965
Rural,West,8.0,103.0,2.0,47500.0,0.253,8.342726356,52.53549
Town,Midwest,2.0,3460.0,9.0,56288.0,0.115,6.982478155,59.61654104
Rural,West,11.0,52.0,2.0,68750.0,0.059000000000000004,4.235483183,56.72221491
Rural,Midwest,11.0,608.0,3.0,54506.0,0.07200000000000001,8.411516624,59.83782812
Rural,Northeast,13.0,339.0,2.0,57121.0,0.16,5.923661173,54.03461404
Rural,Midwest,2.0,287.0,2.0,75000.0,0.055,5.736920068,56.26063103
Rural,Midwest,9.0,711.0,3.0,72906.0,0.105,9.190612381,61.49311522
Suburban,Northeast,27.0,4125.0,7.0,134688.0,0.061,6.836981461,63.57632066
Rural,Northeast,11.0,223.0,1.0,57039.0,0.128,6.264279975,53.05938985
Suburban,South,1072.0,334090.0,542.0,57815.0,0.157,7.392353483,55.8086831
Suburban,Northeast,10.0,7444.0,11.0,73041.0,0.13,7.036061728,59.78650567
Rural,Midwest,2.0,518.0,2.0,66576.0,0.043,5.638882054,61.45015741
Town,Midwest,25.0,2110.0,5.0,69045.0,0.057999999999999996,7.543705905,58.92114703
Rural,South,38.0,3557.0,9.0,49547.0,0.184,6.445548061,59.26023501
Town,Northeast,1.0,477.0,1.0,76729.0,0.057999999999999996,7.250997411,59.06713421
Rural,Northeast,1.0,25.0,1.0,73906.0,0.09699999999999999,4.255622356,59.54621
Rural,Midwest,26.0,1446.0,5.0,61893.0,0.07400000000000001,8.399559166,59.95940005
Suburban,South,137.0,10426.0,16.0,62669.0,0.087,9.146421683,61.05078476
Suburban,West,150.0,12823.0,20.0,78949.0,0.086,4.43472305,61.98997696
Suburban,Midwest,1.0,312.0,1.0,58234.0,0.131,10.09393013,64.60317751
Town,Midwest,58.0,3720.0,11.0,83419.0,0.040999999999999995,7.638634725,62.80933114
Rural,Northeast,15.0,455.0,2.0,64226.0,0.11900000000000001,6.835828257,58.79765108
Town,West,2.0,682.0,2.0,94563.0,0.141,5.66103672,66.57100617
Rural,South,43.0,2695.0,4.0,109537.0,0.055999999999999994,9.542371308,59.40157858
Suburban,Midwest,15.0,1317.0,3.0,48000.0,0.145,8.39704565,57.62629177
Rural,West,8.0,154.0,3.0,55610.0,0.188,4.03695737,54.47296
Rural,West,12.0,346.0,1.0,57651.0,0.16699999999999998,5.005822448,46.67499926
Rural,Northeast,18.0,1407.0,3.0,71870.0,0.08900000000000001,6.369972989,55.80940212
Suburban,Midwest,22.0,3261.0,6.0,79353.0,0.062,8.080923217,55.33149781
Rural,Midwest,12.0,603.0,1.0,53327.0,0.249,5.125337558,52.62438563
Rural,West,8.0,648.0,2.0,75161.0,0.049,6.00889973,49.86071829
Rural,Midwest,11.0,471.0,2.0,52330.0,0.217,7.752584034,56.01413698
Town,Midwest,26.0,1834.0,4.0,44773.0,0.14,8.520480553,57.41881972
Rural,Midwest,7.0,520.0,2.0,55662.0,0.07200000000000001,6.945583396,55.5589394
Rural,West,6.0,170.0,8.0,55025.0,0.157,0.0,0.0
Suburban,Midwest,6.0,626.0,3.0,49432.0,0.139,9.948913181,64.71606381
Rural,West,2.0,149.0,1.0,55592.0,0.08800000000000001,5.166023315,59.01978
Suburban,South,66.0,11915.0,19.0,60659.0,0.10099999999999999,9.379379763,64.82982157
Rural,South,25.0,1640.0,3.0,82592.0,0.086,8.946640215,70.56561671
Rural,Midwest,14.0,649.0,4.0,63724.0,0.146,8.495314472,60.31862405
Urban,West,71.0,12664.0,8.0,73862.0,0.138,6.873057771,69.25505541
Suburban,South,419.0,52767.0,78.0,73801.0,0.11199999999999999,9.30161246,65.8083804
Rural,West,11.0,1056.0,1.0,97903.0,0.067,5.818985479,55.5387
Suburban,West,169.0,18515.0,29.0,72795.0,0.156,9.965919378,57.57684081
Rural,Midwest,21.0,1103.0,2.0,148606.0,0.022000000000000002,8.672804289,64.28826542
Rural,Midwest,9.0,545.0,2.0,52635.0,0.158,7.146687888,57.93503162
Rural,West,7.0,332.0,1.0,62574.0,0.12300000000000001,5.477817398,46.5443058
Rural,South,26.0,1788.0,5.0,39334.0,0.243,7.370618199,56.54458591
Town,West,14.0,1145.0,2.0,62225.0,0.156,8.660013411,70.13672667
Rural,West,3.0,142.0,2.0,40913.0,0.20800000000000002,4.485067123,60.44887
Rural,South,18.0,836.0,5.0,68939.0,0.083,8.69494575,60.18445905
Rural,South,27.0,1818.0,4.0,49325.0,0.237,8.857844803,58.12861863
