1p. Locale broad type (name),1q. Census Region,5o. EPA 2022 Clean School Bus Rebate Program prioritized school district?,2a. Total number of buses,4b. Number of students in district,4c. Number of schools in district,4f. Median household income,4g. Percent of population below the poverty level,5f. PM2.5 concentration,5h. Ozone concentration,5b. Percent non-white and/or Hispanic,0a. Has committed ESBs?
Rural,Midwest,Yes,4.0,413.0,2.0,67688.0,0.077,4.372981479,54.39757079,0.088110732,0.0
Town,Midwest,No,16.0,1166.0,4.0,60833.0,0.096,6.141149144,60.61324801,0.137708365,0.0
Town,Midwest,No,16.0,2455.0,8.0,54590.0,0.152,7.852495808,56.70823665,0.089630563,0.0
Town,Midwest,No,1.0,3343.0,7.0,55014.0,0.133,5.916574958,61.9348092,0.426135085,0.0
Rural,Midwest,Yes,5.0,351.0,2.0,74944.0,0.051,4.414311945,53.78932,0.068308786,0.0
Town,Midwest,No,4.0,1249.0,4.0,79796.0,0.075,7.575779159,57.54619516,0.053594716,0.0
Town,Midwest,No,16.0,179.0,7.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,Midwest,No,16.0,306.0,14.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,Midwest,No,16.0,969.0,3.0,77250.0,0.062,6.775800588,59.76470202,0.061640932,0.0
Rural,Midwest,Yes,4.0,189.0,2.0,53281.0,0.134,5.629508518,56.39288363,0.063063782,0.0
Rural,Midwest,Yes,6.0,242.0,2.0,65612.0,0.079,5.563768782,55.53654141,0.055067648,0.0
Rural,Midwest,Yes,5.0,432.0,2.0,56528.0,0.114,5.610392906,57.29953012,0.088814297,0.0
Rural,Midwest,Yes,20.0,889.0,2.0,57425.0,0.124,4.642973418,53.36704664,0.038442957,0.0
Rural,Midwest,Yes,16.0,697.0,2.0,70703.0,0.064,6.867314839,59.71888838,0.077241206,0.0
Town,Midwest,No,16.0,76.0,4.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Suburban,Midwest,No,16.0,149.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,Midwest,No,16.0,702.0,0.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,Midwest,No,16.0,702.0,0.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Town,Midwest,No,16.0,702.0,0.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,Midwest,No,104.0,29205.0,97.0,70099.0,0.17,7.77091004,58.5182874,0.396583734,1.0
Rural,Midwest,No,13.0,1081.0,2.0,64127.0,0.15,5.752816267,60.4433391,0.120013708,1.0
Suburban,Midwest,No,16.0,11792.0,29.0,90899.0,0.078,7.489152668,58.73116636,0.23022334,1.0
Rural,Midwest,Yes,7.0,522.0,3.0,65756.0,0.111,5.20170631,57.1990347,0.058541708,1.0
Suburban,Midwest,No,16.0,20737.0,33.0,92931.0,0.071,7.106708675,59.17969844,0.37213957,1.0
Rural,Midwest,Yes,11.0,1437.0,10.0,44874.0,0.298,5.373820803,57.67057954,0.51924077,1.0
Urban,Midwest,No,7.0,17492.0,48.0,83063.0,0.081,7.875608222,57.65742786,0.222727392,1.0
Suburban,Midwest,No,154.0,29221.0,41.0,104763.0,0.038,7.502640546,58.38493745,0.248633351,1.0
Urban,Midwest,Yes,400.0,32316.0,99.0,63483.0,0.17600000000000002,7.846422389,58.04646422,0.490248619,1.0
Rural,Midwest,Yes,16.0,46.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,1.0
Rural,Midwest,Yes,16.0,112.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,Midwest,Yes,16.0,137.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,Midwest,Yes,16.0,147.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,Midwest,Yes,16.0,154.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Town,South,Yes,16.0,998.0,3.0,44891.0,0.21899999999999997,9.268290251,57.59822631,0.382595854,1.0
Urban,South,Yes,71.0,5812.0,10.0,50832.0,0.177,9.141979316,59.40218743,0.412404788,1.0
Rural,South,Yes,16.0,2080.0,7.0,41142.0,0.205,8.791748358,56.9464551,0.360506706,1.0
Rural,South,Yes,16.0,2214.0,7.0,62528.0,0.10800000000000001,9.123006986,57.29197213,0.50877193,1.0
Town,South,Yes,16.0,578.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,1.0
Town,South,Yes,16.0,2490.0,3.0,37703.0,0.20800000000000002,8.031439545,56.75561598,0.193855033,1.0
Rural,South,Yes,16.0,611.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,1.0
Rural,South,Yes,85.0,3864.0,5.0,40808.0,0.228,8.839196708,56.61589036,0.471023542,1.0
Urban,South,Yes,16.0,6113.0,11.0,35833.0,0.285,9.015464435,59.52723632,0.503813102,1.0
Rural,South,Yes,83.0,4968.0,11.0,62087.0,0.122,9.228329076,57.4685075,0.656627572,1.0
Town,South,Yes,12.0,548.0,4.0,34078.0,0.385,8.587196501,56.60317249,0.467593807,1.0
Rural,South,Yes,202.0,8906.0,14.0,59252.0,0.14400000000000002,9.210517088,59.38590915,0.220245215,1.0
Urban,South,Yes,179.0,18710.0,54.0,39502.0,0.264,9.785741161,58.19515746,0.82868546,1.0
Town,South,Yes,16.0,2532.0,6.0,39660.0,0.22699999999999998,9.136764292,56.35596772,0.536686556,1.0
Town,South,No,2.0,86.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,South,No,16.0,21.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,South,Yes,16.0,938.0,4.0,26312.0,0.35600000000000004,8.824452677,57.47527733,0.763999342,0.0
Rural,South,Yes,16.0,780.0,3.0,26955.0,0.469,8.757282856,57.58630221,0.88321655,0.0
Town,South,Yes,63.0,2929.0,13.0,32608.0,0.313,8.814609065,57.24672187,0.76508842,0.0
Urban,South,No,16.0,514.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Town,South,Yes,16.0,4894.0,9.0,41094.0,0.27699999999999997,9.41554294,57.36127063,0.441340891,0.0
Urban,South,No,16.0,284.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Town,South,Yes,16.0,2609.0,8.0,35638.0,0.23199999999999998,9.479068827,57.84975324,0.61668798,0.0
Urban,South,No,16.0,577.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,South,No,16.0,569.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Town,South,No,5.0,511.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,South,Yes,16.0,2544.0,9.0,24958.0,0.392,8.68867151,56.76146343,0.849620136,0.0
Town,South,Yes,16.0,1144.0,3.0,35903.0,0.255,8.785969786,56.24955254,0.47929232,0.0
Urban,South,No,16.0,395.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Town,South,Yes,16.0,4030.0,15.0,30182.0,0.316,8.840775519,57.0245871,0.787918053,0.0
Town,South,No,16.0,241.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,South,Yes,58.0,3188.0,10.0,48918.0,0.135,8.054020118,56.88585508,0.18265716,0.0
Rural,South,Yes,23.0,853.0,4.0,31367.0,0.308,8.220884343,60.25200301,0.424673691,0.0
Town,South,No,16.0,1518.0,5.0,51360.0,0.204,9.168115257,57.37730378,0.299150963,0.0
Rural,South,Yes,16.0,1004.0,5.0,41233.0,0.225,8.885879937,56.16626111,0.472564544,0.0
Rural,South,Yes,16.0,756.0,3.0,47382.0,0.133,8.615042522,57.80311178,0.222464677,0.0
Suburban,South,Yes,16.0,1672.0,4.0,57286.0,0.18899999999999997,8.213084339,58.74605426,0.220892909,0.0
Rural,South,Yes,16.0,961.0,4.0,39311.0,0.145,8.154357017,58.59760715,0.396123325,0.0
Town,South,Yes,36.0,2818.0,10.0,39131.0,0.282,8.927682242,57.74587702,0.65872985,0.0
Town,South,Yes,15.0,1321.0,4.0,34858.0,0.324,8.346246616,57.62604538,0.19282969,0.0
Town,South,Yes,16.0,2586.0,7.0,40387.0,0.223,8.514972587,57.07085672,0.339570039,0.0
Rural,South,Yes,33.0,3166.0,10.0,40561.0,0.281,9.542741843,57.35356464,0.555018357,0.0
Rural,South,Yes,16.0,805.0,2.0,46147.0,0.16,8.707975068,56.64876988,0.357704168,0.0
Rural,South,Yes,36.0,1230.0,5.0,37859.0,0.184,9.036411107,56.54663886,0.326718296,0.0
Rural,South,Yes,16.0,1188.0,4.0,31305.0,0.348,8.257009801,56.37336862,0.892265496,0.0
Town,South,Yes,16.0,2118.0,9.0,30711.0,0.41600000000000004,8.634023513,58.12341072,0.787563939,0.0
Rural,South,No,16.0,5211.0,9.0,66089.0,0.083,9.413710391,57.85940815,0.623463055,0.0
Rural,South,Yes,16.0,988.0,4.0,32132.0,0.28,8.615985909,58.20289223,0.739801812,0.0
Rural,South,Yes,16.0,417.0,2.0,35278.0,0.226,8.725322582,57.08664761,0.404078642,0.0
Town,South,Yes,16.0,1646.0,4.0,28824.0,0.248,8.615087606,57.85487635,0.371400919,0.0
Urban,South,No,14.0,122.0,2.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,South,Yes,16.0,28.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Town,South,No,16.0,231.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,South,No,16.0,10.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Town,South,Yes,36.0,3090.0,9.0,41127.0,0.253,9.508932724,58.22266142,0.538351586,0.0
Rural,South,Yes,16.0,2205.0,4.0,49949.0,0.198,8.695842762,56.35676446,0.492432616,0.0
Rural,South,Yes,16.0,2609.0,10.0,40233.0,0.22699999999999998,9.02133023,56.71743909,0.399059002,0.0
Suburban,South,No,431.0,35003.0,42.0,73460.0,0.096,9.067533721,62.26158451,0.386955573,0.0
Rural,South,Yes,16.0,755.0,3.0,35075.0,0.285,9.089155461,56.26446391,0.607357182,0.0
Town,South,Yes,23.0,853.0,4.0,33962.0,0.33299999999999996,8.675419093,57.20433676,0.657273361,0.0
Rural,South,Yes,19.0,955.0,3.0,51580.0,0.113,9.039703478,55.96893152,0.247052947,0.0
Town,South,Yes,16.0,1645.0,3.0,45871.0,0.218,9.221481284,56.5579115,0.471539221,0.0
Rural,South,Yes,51.0,2129.0,6.0,50278.0,0.20199999999999999,9.160235663,57.9685919,0.442500456,0.0
Rural,South,Yes,31.0,1211.0,5.0,40479.0,0.22899999999999998,8.221621582,58.29692654,0.376249189,0.0
Rural,South,Yes,16.0,4165.0,9.0,47385.0,0.21100000000000002,8.97197339,58.15608709,0.13215169,0.0
Rural,South,Yes,50.0,1640.0,6.0,49581.0,0.153,8.847033166,56.76607089,0.283747162,0.0
Town,South,Yes,27.0,3542.0,13.0,30245.0,0.33399999999999996,8.853512545,56.66710514,0.820853869,0.0
Rural,South,No,16.0,4060.0,7.0,58820.0,0.141,8.354423334,58.34971299,0.124428044,0.0
Rural,South,No,16.0,14355.0,24.0,55258.0,0.159,9.054587361,59.18566291,0.358616848,0.0
Urban,South,Yes,38.0,3667.0,9.0,36567.0,0.31,9.197950142,57.98599217,0.54574695,0.0
Town,South,Yes,16.0,1368.0,3.0,42927.0,0.264,8.657016963,56.33967463,0.529488803,0.0
Town,South,Yes,16.0,1025.0,5.0,50498.0,0.19,8.379280206,59.1757085,0.554355439,0.0
Town,South,Yes,16.0,1207.0,4.0,30327.0,0.354,8.629698852,56.75062515,0.798762001,0.0
Rural,South,Yes,16.0,3375.0,8.0,53510.0,0.099,8.573071385,57.38743868,0.104261828,0.0
Rural,South,Yes,16.0,1063.0,6.0,29205.0,0.301,8.143054061,57.1567627,0.871122701,0.0
Rural,South,Yes,16.0,1235.0,5.0,34771.0,0.218,8.7125178,56.65101449,0.62592332,0.0
Rural,South,Yes,16.0,8524.0,11.0,47849.0,0.175,9.337232641,56.59468733,0.357111052,0.0
Rural,South,Yes,16.0,884.0,5.0,37667.0,0.253,9.022020523,56.53086439,0.665400065,0.0
Town,South,Yes,16.0,2123.0,6.0,31793.0,0.285,8.896788528,56.14604536,0.470568655,0.0
Town,South,No,52.0,2872.0,5.0,55638.0,0.16,8.770913445,57.48762526,0.291912586,0.0
Rural,South,Yes,16.0,10276.0,17.0,65050.0,0.17300000000000001,8.953239586,58.09142477,0.252132419,0.0
Rural,South,Yes,118.0,5910.0,11.0,56452.0,0.174,9.263374984,56.78851298,0.393160611,0.0
Town,South,Yes,16.0,2712.0,8.0,32544.0,0.34299999999999997,9.419787603,56.52614263,0.587673389,0.0
Rural,South,Yes,36.0,1696.0,6.0,39443.0,0.21,8.610234382,56.83856783,0.356532559,0.0
Rural,South,No,137.0,6303.0,15.0,60947.0,0.13699999999999998,9.179733384,57.87866418,0.312642469,0.0
Town,South,Yes,14.0,700.0,4.0,45023.0,0.195,8.774174925,56.72378935,0.669613748,0.0
Rural,South,Yes,49.0,2795.0,4.0,54927.0,0.177,8.481276509,57.21122301,0.208800264,0.0
Suburban,South,No,31.0,2929.0,5.0,65808.0,0.11,8.783642485,59.23948565,0.285117845,0.0
Town,South,Yes,16.0,2523.0,7.0,39725.0,0.254,9.134851001,56.31711314,0.503137958,0.0
Rural,South,Yes,16.0,5261.0,10.0,63300.0,0.134,9.423114016,58.08596056,0.383886741,0.0
Rural,South,No,16.0,13162.0,23.0,84575.0,0.062,9.775202646,57.66048975,0.392415054,0.0
Rural,South,Yes,16.0,1904.0,7.0,36521.0,0.242,8.583087863,57.9258252,0.361575034,0.0
Rural,South,Yes,72.0,2777.0,10.0,41328.0,0.213,8.448453264,59.53694557,0.498125556,0.0
Town,South,Yes,16.0,2140.0,8.0,34794.0,0.32799999999999996,8.481363166,58.70124143,0.595708155,0.0
Town,South,Yes,63.0,4614.0,11.0,31198.0,0.304,9.309417347,56.85613664,0.543647803,0.0
Rural,South,Yes,43.0,2119.0,5.0,49590.0,0.111,9.130758836,57.34369091,0.264382545,0.0
Suburban,South,Yes,23.0,1569.0,6.0,43516.0,0.184,9.144522234,59.99517956,0.450631727,0.0
Town,South,Yes,54.0,2842.0,8.0,33860.0,0.293,8.170060246,58.84272294,0.640124302,0.0
Town,South,Yes,72.0,3038.0,3.0,45815.0,0.243,9.33263369,56.18406125,0.421534662,0.0
Rural,South,Yes,22.0,1112.0,3.0,53068.0,0.133,9.2977287,57.61650162,0.345885897,0.0
Town,South,No,32.0,2114.0,5.0,43244.0,0.14300000000000002,8.81157153,58.28656979,0.255063081,0.0
Rural,South,Yes,16.0,1688.0,4.0,48097.0,0.225,9.174738518,56.13657068,0.344647663,0.0
Town,South,Yes,15.0,816.0,4.0,38189.0,0.255,9.165076311,56.08910154,0.474205791,0.0
Rural,South,Yes,16.0,1219.0,6.0,30514.0,0.3,8.670800787,58.26653253,0.548111142,0.0
Town,South,Yes,49.0,2245.0,5.0,44575.0,0.322,8.474707042,58.55777582,0.523555445,0.0
Rural,South,Yes,24.0,1286.0,3.0,38854.0,0.174,8.172808318,57.91816664,0.149633425,0.0
Rural,South,Yes,16.0,1397.0,4.0,38999.0,0.28,9.165169418,56.8146051,0.74418828,0.0
Suburban,South,No,55.0,5861.0,7.0,64054.0,0.078,9.15623206,59.65203668,0.24537428,0.0
Rural,South,Yes,16.0,511.0,4.0,38969.0,0.182,9.255765174,57.52346154,0.423927273,0.0
Town,South,No,50.0,4766.0,7.0,54179.0,0.231,8.789389944,57.50347509,0.304358749,0.0
Suburban,South,Yes,16.0,6565.0,19.0,47320.0,0.209,9.104753772,60.17196941,0.451926218,0.0
Suburban,South,No,34.0,1944.0,4.0,55086.0,0.10099999999999999,8.614333999,58.82265302,0.203409091,0.0
Suburban,South,No,50.0,4216.0,5.0,54615.0,0.102,9.77493667,57.65926788,0.37560436,0.0
Suburban,South,No,16.0,4392.0,5.0,62766.0,0.13,9.249720984,57.70380369,0.161338391,0.0
Rural,South,No,16.0,3284.0,4.0,73591.0,0.113,8.546041911,58.23977904,0.112230344,0.0
Rural,South,Yes,27.0,933.0,6.0,51749.0,0.185,9.00603413,57.28301587,0.224700715,0.0
Town,South,Yes,16.0,829.0,2.0,40018.0,0.3,9.330797364,56.18023926,0.431096979,0.0
Town,South,No,31.0,2302.0,5.0,49986.0,0.174,9.136971729,57.66580634,0.243897739,0.0
Rural,South,Yes,30.0,1909.0,5.0,53020.0,0.157,8.558197765,58.53260337,0.137948838,0.0
Rural,South,Yes,16.0,2278.0,7.0,52727.0,0.11900000000000001,8.367527135,57.61423194,0.186595796,0.0
Rural,South,Yes,16.0,1593.0,6.0,31635.0,0.23600000000000002,9.02577191,55.88598159,0.367967853,0.0
Town,South,Yes,16.0,852.0,4.0,25783.0,0.348,8.61408031,58.08002436,0.748854117,0.0
Rural,South,No,327.0,18720.0,28.0,77687.0,0.095,9.611368424,57.39861507,0.257731885,0.0
Rural,South,Yes,16.0,597.0,2.0,32190.0,0.285,9.031038818,57.00280116,0.184975369,0.0
Rural,South,Yes,72.0,3989.0,9.0,41157.0,0.23199999999999998,9.224755422,56.58057701,0.511082603,0.0
Town,South,No,16.0,1666.0,4.0,62292.0,0.142,8.619997101,59.95391253,0.361752427,0.0
Rural,South,Yes,18.0,604.0,4.0,35357.0,0.262,8.376359061,56.22755509,0.719977234,0.0
Rural,South,Yes,16.0,3008.0,9.0,43842.0,0.192,8.89516098,56.1510861,0.388543585,0.0
Rural,South,Yes,16.0,2443.0,6.0,51792.0,0.156,9.127740797,56.16070855,0.263895602,0.0
Town,South,Yes,16.0,4313.0,6.0,49354.0,0.182,8.738883678,57.7991928,0.482964353,0.0
Rural,South,Yes,16.0,1557.0,7.0,31198.0,0.295,8.398643991,59.11347435,0.518865113,0.0
Town,South,No,55.0,2485.0,6.0,43638.0,0.221,8.37192142,58.24691045,0.250391963,0.0
Town,South,Yes,54.0,2518.0,4.0,50807.0,0.185,8.87372364,58.56115958,0.235508825,0.0
Rural,South,Yes,57.0,2897.0,8.0,40394.0,0.20800000000000002,7.864769374,56.72576829,0.085457904,0.0
Rural,South,Yes,16.0,1671.0,7.0,41176.0,0.324,8.487509359,59.91802336,0.815760378,0.0
Town,South,No,16.0,7132.0,14.0,59717.0,0.14,9.260970298,57.92667673,0.374313516,0.0
Rural,South,Yes,57.0,2980.0,4.0,55913.0,0.11199999999999999,8.820527016,58.24582067,0.225958596,0.0
Rural,South,Yes,13.0,927.0,3.0,44959.0,0.27,9.275267062,56.22217482,0.234117791,0.0
Rural,South,Yes,43.0,1684.0,6.0,34605.0,0.256,8.382697478,58.68391276,0.474286532,0.0
Town,South,Yes,16.0,1041.0,2.0,47688.0,0.214,8.74357206,57.1166407,0.419990466,0.0
Town,South,Yes,16.0,2900.0,8.0,34766.0,0.18,8.953671842,55.17470347,0.428167877,0.0
Rural,South,Yes,42.0,1739.0,5.0,53363.0,0.165,8.87583696,56.5643935,0.217548803,0.0
Rural,South,Yes,16.0,1411.0,4.0,44358.0,0.121,9.110725739,56.24588069,0.516533152,0.0
Rural,South,Yes,16.0,513.0,3.0,26584.0,0.231,8.674841227,57.23240424,0.636753386,0.0
Town,South,Yes,34.0,1632.0,4.0,44446.0,0.262,8.776414896,56.63473771,0.666762611,0.0
Rural,South,Yes,16.0,891.0,5.0,31412.0,0.214,8.058788653,61.25538747,0.722375373,0.0
Town,South,Yes,16.0,2029.0,6.0,30092.0,0.391,8.811356083,56.94135133,0.716792324,0.0
Rural,South,Yes,16.0,1320.0,4.0,41993.0,0.228,8.811976132,56.90836871,0.662154419,0.0
Urban,South,No,16.0,154.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Town,South,Yes,49.0,3431.0,11.0,41155.0,0.16399999999999998,8.553638072,58.06579584,0.224046117,1.0
Rural,South,Yes,61.0,3466.0,9.0,53805.0,0.128,9.116799113,57.66261087,0.194777864,1.0
Rural,South,Yes,16.0,2014.0,7.0,51851.0,0.158,8.611684453,59.8165793,0.35319845,1.0
Rural,South,Yes,130.0,6862.0,16.0,50686.0,0.19,8.603811402,56.28679079,0.531756053,1.0
Rural,South,Yes,16.0,119.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Town,South,Yes,16.0,205.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,South,Yes,16.0,124.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,South,Yes,16.0,219.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,South,Yes,16.0,478.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,South,Yes,16.0,140.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,South,Yes,16.0,188.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,Midwest,No,16.0,1291.0,4.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,1.0
Suburban,Midwest,No,17.0,2608.0,4.0,65278.0,0.057999999999999996,8.890439524,64.89544709,0.142096424,1.0
Rural,Midwest,Yes,6.0,199.0,2.0,40956.0,0.278,8.332547323,57.28204853,0.054208818,1.0
Rural,Midwest,Yes,10.0,554.0,2.0,40243.0,0.312,8.151215675,58.18437901,0.14212261,1.0
Town,Midwest,No,15.0,855.0,4.0,51406.0,0.099,6.815887945,56.52913999,0.057916861,1.0
Town,Midwest,Yes,26.0,1908.0,4.0,53826.0,0.163,7.854368698,57.07038081,0.140116114,1.0
Town,Midwest,Yes,13.0,772.0,3.0,40333.0,0.275,8.439998104,58.35977161,0.375602442,1.0
Rural,Midwest,Yes,30.0,1136.0,5.0,45401.0,0.133,7.762971907,58.93034662,0.05975522,1.0
Rural,Midwest,Yes,15.0,467.0,2.0,68523.0,0.08800000000000001,6.848722167,55.65054476,0.105253248,1.0
Town,Midwest,No,22.0,860.0,3.0,49574.0,0.132,6.906004117,57.12977682,0.055704837,1.0
Town,Midwest,Yes,18.0,1172.0,3.0,36556.0,0.245,7.419320093,56.42097846,0.067015485,1.0
Rural,Midwest,Yes,7.0,347.0,3.0,42708.0,0.138,7.392027093,56.65001575,0.088666491,1.0
Suburban,Midwest,Yes,83.0,8759.0,23.0,50818.0,0.165,9.533107361,68.17870012,0.6916878,1.0
Rural,Midwest,Yes,6.0,215.0,2.0,42321.0,0.218,8.098542356,58.35018,0.093245968,1.0
Rural,Midwest,Yes,7.0,368.0,2.0,65500.0,0.057,7.127414519,55.10093404,0.09995338,1.0
Suburban,Midwest,Yes,7.0,1286.0,3.0,50417.0,0.185,8.748985392,64.07677217,0.134951685,1.0
Rural,Midwest,Yes,12.0,435.0,2.0,47462.0,0.184,8.113019821,58.35984936,0.207259479,1.0
Town,Midwest,Yes,23.0,1864.0,7.0,49728.0,0.187,8.040677456,58.5147784,0.198003173,1.0
Rural,Midwest,Yes,17.0,833.0,4.0,55233.0,0.182,7.037080981,59.55484245,0.054999002,1.0
Town,Midwest,No,19.0,1905.0,4.0,59481.0,0.094,6.982761037,55.35643001,0.154291016,1.0
Rural,Midwest,Yes,14.0,491.0,2.0,40814.0,0.14300000000000002,7.500206058,57.45850462,0.03711978,1.0
Rural,Midwest,Yes,6.0,306.0,2.0,55063.0,0.204,7.130765512,55.12201564,0.121519751,1.0
Town,Midwest,Yes,18.0,1227.0,6.0,43333.0,0.254,7.864613569,57.10500396,0.088114754,1.0
Rural,Midwest,Yes,23.0,914.0,2.0,47969.0,0.19399999999999998,7.743460732,58.02400676,0.056156822,1.0
Rural,Midwest,Yes,6.0,187.0,2.0,44087.0,0.107,7.464354795,55.43042,0.039981618,1.0
Rural,Midwest,Yes,14.0,730.0,3.0,45946.0,0.155,7.123175573,55.16353685,0.03686088,0.0
Rural,Midwest,Yes,41.0,1354.0,6.0,38833.0,0.25,8.264475907,58.15765432,0.169603759,0.0
Town,Midwest,No,16.0,0.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,Midwest,No,16.0,0.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Town,Midwest,No,16.0,0.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,Midwest,No,16.0,0.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,Midwest,Yes,16.0,459.0,41.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,Midwest,No,20.0,665.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,Midwest,No,12.0,1029.0,3.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,Midwest,No,4.0,130.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,Midwest,No,7.0,225.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,Midwest,No,16.0,405.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Town,Midwest,No,8.0,41.0,3.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,Midwest,No,3.0,42.0,2.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Town,Midwest,No,210.0,704.0,35.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,Midwest,No,16.0,742.0,2.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,Midwest,No,13.0,422.0,5.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,Midwest,No,14.0,1107.0,3.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,Midwest,No,6.0,364.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,Midwest,No,16.0,1569.0,3.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Town,Midwest,No,16.0,0.0,20.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,Midwest,No,4.0,801.0,2.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,Midwest,No,19.0,809.0,3.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,Midwest,No,16.0,918.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,Midwest,No,38.0,2453.0,6.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,Midwest,No,16.0,491.0,2.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,Midwest,No,7.0,395.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,Midwest,No,7.0,469.0,2.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,Midwest,No,15.0,1560.0,5.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
